Name,Interests,Cluster,Journey Frequency
Brian Brown,"sports,adventure,culture",111,592
Adina Boyles,"sports,fashion",48,823
James Parrish,movie,11,326
Herbert Cameron,"pets,science,culture,sports,fashion,food",475,728
Steven Sanots,"fashion,pets",95,612
Stephanie Armstrong,fashion,9,147
Robert Cooper,"culture,food,science,sports,politics,fashion",360,672
Arthur Stevens,"fashion,pets,politics,movie",457,27
Daniel Owens,joke,14,96
Rose Steele,"movie,food,fashion,culture,sports",387,1
Christopher Gracie,culture,15,167
Tiffany Worth,"fashion,adventure",119,631
Melvin Poisson,fashion,9,551
Martha Harrington,"politics,pets,adventure",318,861
Ashley Montgomery,"sports,movie,science,pets,politics,culture",121,178
Willie Nugent,"culture,politics,science,joke,adventure,sports",221,117
John Record,"sports,adventure,science,pets",467,423
Brian Snowden,"joke,movie,culture,food",312,75
Carline Tate,"joke,politics",4,257
Alicia Schrenk,"movie,science,fashion",301,370
Claire Riley,"politics,science",51,855
Beatrice Evans,"adventure,fashion,science",161,917
Marco Preston,"adventure,food,science,movie,sports,politics,pets",464,967
Kathy Markham,science,35,280
Scott Kaman,"politics,joke,movie,fashion,sports,culture,adventure",516,429
Steven Adkins,"culture,politics,science,fashion,sports",107,155
Homer Kilpatrick,"movie,pets,fashion,culture,adventure,politics",465,423
Robert Lambert,"pets,politics",53,860
Maricela Todd,"adventure,movie,joke,culture",211,685
Todd Sinnott,"joke,adventure,food",247,656
Laurel Tolson,"food,sports,pets,politics,fashion,joke,culture",129,975
Angelica Tyson,"politics,movie",120,767
Jennifer Fye,"movie,sports,fashion,adventure,science",323,595
Carol Schleck,"pets,food,adventure,joke",529,57
Marcus Ethier,"joke,politics,food,culture,adventure",131,724
Brent Miller,"food,culture,fashion,sports,movie,science,adventure",162,936
Darnell Myers,culture,15,74
Walter Gadd,culture,15,948
Charles Stevens,"sports,pets,science,politics,fashion,food",94,132
Daniel Flores,"culture,joke,adventure,pets,movie,sports,food",364,295
Charles Iverson,"adventure,science",10,427
Richard Wilkinson,"joke,food,pets,science,adventure,movie,culture",315,322
Deana Conerly,"fashion,science,politics,food,pets,movie,adventure",188,352
Lilia Barbee,"sports,politics,adventure",17,508
Jessica Leroy,"pets,politics,adventure",318,573
Gloria Walden,"adventure,food,politics,joke",417,880
Charlie Williams,"joke,movie,politics,pets,food",462,206
Blanche Lyons,"fashion,movie,sports",240,234
Bernard Hargrove,"politics,culture,fashion,joke,adventure,science",327,732
William Balzer,science,35,535
Ernestine Carnahan,"food,politics",43,957
Abraham Hester,"movie,fashion,joke,culture,politics",83,287
Neva Lewis,"sports,movie,adventure",170,397
Gloria Davis,"joke,fashion,food,adventure,science,pets,sports",386,99
Daniel Abell,"adventure,culture,sports",111,207
Ralph Dunlop,"food,culture,politics",248,497
Jessica Humphrey,"politics,movie,pets,joke,food,culture,adventure",406,181
Jeannine Singletary,"culture,fashion,sports,movie",159,416
Douglas Kolden,"politics,joke,culture",269,770
Laura Brown,movie,11,927
Linda Normand,adventure,26,747
Rose Dean,"joke,culture,adventure,pets,science,fashion",38,960
Jerry Nilson,"science,food,politics,pets,adventure,joke,movie",381,388
Veronica Sinha,"politics,culture,food,adventure,movie",47,306
Gary Elmore,"sports,science,adventure,culture,food",25,486
Susan Rozmus,"pets,science,fashion",353,564
Mary Crooks,"sports,movie,adventure,joke,politics,food,fashion",351,361
David Wright,"fashion,culture,politics",136,242
Marcus Pitt,"culture,adventure,food,politics,joke,fashion",5,395
Emily Watson,"adventure,food,movie,fashion,politics,pets",188,459
Amanda Scott,"movie,culture,fashion,politics",427,512
Lynn Wong,"politics,joke,adventure",233,571
Catherine Sysyn,"culture,pets,science,politics,food",33,164
Thelma Schrom,"science,sports,fashion,food",494,939
Gwen Obrien,"science,adventure,sports,joke",217,272
John Fuller,"culture,joke,science",324,161
Sonia Spivey,science,35,813
Fernando Barboza,"joke,culture,sports",213,710
Kathryn Carpenter,movie,11,223
Beverly Knox,"movie,pets",61,400
Timothy Winchell,"adventure,sports,fashion,science,pets",118,647
Reid Campbell,"joke,politics,culture,food,fashion,movie",13,400
James Gottschalk,"adventure,joke,food,sports,culture,fashion",450,757
Angela Phillips,"food,joke,movie,culture,fashion,science",565,628
Stevie Yu,"fashion,politics,culture,movie,joke",83,472
Eva Barke,"pets,science",87,891
Herbert Bell,"movie,science,food,pets,adventure,culture,politics",16,723
Camille Martinez,"adventure,joke,fashion,sports",178,231
John Patrick,science,35,464
Tawnya Tuck,"fashion,joke",112,248
Cynthia Pearson,movie,11,975
Steven Rodrigues,"fashion,politics,food",411,511
Danielle Tate,sports,8,695
Frances Ott,"politics,adventure,science,pets,joke,fashion,sports",510,626
Louis Grinder,"politics,adventure,movie,joke",535,535
Dorothy Blevins,"adventure,joke,pets,science,food",106,813
Janis Spearin,"politics,adventure",101,404
Linda Miller,fashion,9,705
Charles Loree,"adventure,science,fashion,movie,politics",72,212
Karen Lee,food,24,151
Marvin Irvine,"fashion,sports,adventure,politics,joke,pets,food",304,247
Ann Hamil,"fashion,joke,food,adventure",436,718
Patricia Nunes,politics,20,685
Brenda Kim,"politics,food,movie",303,929
Sandra Ballenger,"pets,fashion",95,939
Kathryn Barnes,"fashion,politics,culture,joke",545,501
Sydney Jacobs,"politics,fashion,pets",236,382
Ben Welch,joke,14,586
Carlos Barham,"food,science,pets,politics,culture,adventure",498,312
James Ray,"food,culture,fashion",246,232
Bertha Castile,"joke,food,fashion,culture,movie,pets,science",307,325
Curtis Threatt,joke,14,23
Anthony Nicholas,"culture,politics,food,science",163,242
Gerald Wolf,"science,joke",90,55
Elizabeth Goodman,"adventure,sports,joke,culture,pets,science,movie",336,649
Colleen Bohman,food,24,485
John Butler,"adventure,fashion,pets,movie,sports",551,75
Tom Fichter,"joke,culture,sports,science,politics,fashion,adventure",485,700
Dennis Squier,"joke,science,adventure,sports,politics",65,375
Juan Mclaren,"politics,movie,fashion,food,sports,culture",116,744
Ben Cannon,"food,pets",32,392
Victoria Smith,"politics,food,joke,science,movie,adventure",224,194
Jenny Daniels,"politics,science,fashion,pets",440,19
Mark Nicholls,adventure,26,436
Phyllis Adams,"food,fashion,culture,pets,sports,adventure,politics",394,838
Ashley Branham,"joke,culture,science,politics,food",295,621
Ernestine Fritzler,"pets,culture,fashion,adventure,politics",183,404
Shelly Lee,"adventure,pets,food,politics,science",371,600
Karen Ultseh,"movie,adventure,sports,politics",223,493
Kimberly Garnett,"food,science",85,293
Mary Marien,"pets,adventure,science",222,265
Louise Ingram,"science,joke,movie,fashion,pets,culture",287,145
Anthony Wyant,"joke,adventure",58,447
James Medellin,"adventure,food,science",261,272
Donald Sperry,"movie,culture,politics,pets,sports,fashion",496,182
Sandra Morvant,"movie,sports,pets,fashion,politics",489,747
Daniel Tonner,"pets,culture",86,525
Valerie Berg,"sports,food,culture,politics",451,106
Judith Aubuchon,"food,fashion",76,988
Ruth Williams,"culture,food,movie,science,pets,joke",288,136
Horace Hall,"science,joke,culture,politics",105,797
Barbara Hill,"joke,culture,fashion,pets,adventure,movie,science",287,40
Brenton Putney,"food,sports,politics",234,208
Debra Schaeffer,"culture,pets,sports",172,916
Carlos Borders,"culture,politics,joke,adventure,sports,movie",516,430
John Hernandez,"culture,politics",68,341
Dora Rosenberg,"fashion,sports",48,919
Fred Reyna,"science,joke",90,416
Pearl Bertolami,politics,20,516
Amelia Noga,"science,adventure,politics,sports",515,788
Jeffrey Hammen,"adventure,joke,fashion",144,112
Helen Espino,"joke,culture,adventure",310,433
Leah Ladner,"food,pets,culture",6,271
Thomas Korfhage,"pets,politics,science",171,699
Daniel Terry,"science,joke,sports,adventure,movie,politics",591,708
Ashley Pierce,"adventure,pets,fashion,sports,food,politics,culture",394,38
Lisa Yoder,"fashion,science,politics,pets",440,544
Ann Walker,"science,movie,pets,culture,food,adventure",452,868
Myron Kettler,"fashion,joke",112,652
Andrew Day,"food,joke,fashion,politics,science,pets,adventure",429,892
Ida Rankin,"science,food,pets",62,230
Lloyd Davis,"food,sports",57,78
Steven Cox,"science,food,pets,sports,movie",0,226
Jodi Chung,"pets,sports,movie,joke,adventure",81,967
Richard Brown,"joke,science,food,sports,pets,politics,fashion",375,368
David Garcia,"sports,culture,movie,politics,fashion,food,joke",396,648
Jon Mccaskill,"joke,fashion",112,826
Wilfred Taylor,"joke,pets,movie,fashion,science",478,332
Kurt Ford,"sports,movie,fashion",240,798
Roland Loggins,"culture,science,joke,adventure,politics",327,620
Mary Ingram,"fashion,food",76,120
Anna Cunningham,"fashion,culture,sports,politics,science",107,303
Eunice Clapham,fashion,9,113
Felicia Vetter,"science,joke,politics,adventure,movie",546,44
Daniel Smith,"pets,movie,fashion,adventure,sports,politics,food",424,232
Jimmy Fenster,movie,11,789
Zachary Bialczyk,"movie,joke,pets,fashion,sports",80,658
Dixie Hines,food,24,360
Andy Bennett,joke,14,557
Hazel Powers,"science,movie,pets,politics,sports,fashion,adventure",230,54
Jean Smith,"movie,food",63,31
Hazel Jolley,pets,18,566
William Turner,"joke,culture,fashion,politics,pets,adventure,food",380,746
Sonya Contreras,"politics,fashion,movie",46,665
Frances Mcmillin,"culture,fashion,adventure,movie,sports",165,585
Ronda Watson,"pets,joke,adventure,sports",583,859
Bernice Sands,"politics,movie,adventure",205,636
Christine Call,"movie,science,food,culture,politics",367,44
Heather Moore,"politics,culture",68,70
Martin Hill,"adventure,joke,science,pets,fashion,food",429,883
Cynthia Morrison,"sports,fashion,culture,adventure",431,145
Francis Franklin,pets,18,526
Brenda Caldwell,sports,8,162
Lori Guzman,"culture,pets,politics,science,fashion",484,667
Cassandra Bonn,science,35,144
Hazel Alvarez,"adventure,sports,food",343,670
George Washington,"movie,food,joke,politics,pets",462,408
Nancy Vue,"politics,movie,pets,adventure",550,672
Robert Shiner,"pets,culture",86,551
Gregory Smith,"adventure,sports,fashion,culture,pets,politics",363,255
Maria Cambell,"joke,adventure,fashion,food,sports",450,638
Karen Parkman,"sports,joke",78,458
Maxie Ibarra,culture,15,720
Sean Robinson,"adventure,politics,science,joke,fashion,pets",410,18
Richard Ashman,"adventure,science,food,culture,sports,joke,fashion",198,64
Austin Melnick,"pets,food,politics,sports,culture,fashion",549,318
Glenn Shumate,pets,18,90
Stephen Briggs,"politics,adventure",101,749
Stephen Scally,"politics,joke",4,270
Clara Reeves,sports,8,594
Martha Garcia,"culture,politics,sports,movie,pets",496,777
Jennifer Mahabir,"movie,pets,adventure",259,322
Hilda Hayes,"pets,movie,culture,food,fashion,science,sports",70,137
Lois Klimczyk,"food,movie,pets",225,325
Roxane Mcelroy,"joke,science,fashion,pets,movie",478,769
Ralph Dyson,"culture,joke,science,politics,food,pets,sports",256,727
Deloris Washington,"pets,politics,joke,fashion,adventure,science,sports",510,15
Richard Childers,"sports,movie,food,fashion,culture,joke",79,49
Fermin Smith,"science,food,politics,adventure,sports,joke",414,661
Brenda Dotson,"joke,sports",78,489
Joan Bunn,"pets,adventure,politics,sports",382,607
Joann Butler,"pets,fashion,culture,joke",401,481
Joy Rubio,"food,joke",99,157
John Mccurry,"joke,food,movie,pets",433,20
Janet Ahrens,sports,8,754
Teresa Francis,"pets,fashion,joke",40,242
Rich Flynn,"joke,culture,movie,adventure",211,301
Georgia Dunfee,"joke,politics,adventure",233,258
Shirley Scaglione,"joke,pets,fashion,sports",358,459
Kathy Kirkwood,movie,11,790
Antonio Lowe,"culture,science,sports,politics,adventure,food",252,299
Deborah Castillo,"adventure,sports,culture,pets,movie,politics",538,361
Vincent Fogg,"sports,science,pets,culture,fashion,politics,joke",279,126
Mary Hamm,"food,science,pets,adventure",596,930
Heather Watkins,"food,culture,movie,science,politics,pets",502,631
Nichole Solis,"politics,fashion,adventure,culture,pets",183,840
Michael Munguia,"joke,movie,politics",100,322
Julie Ray,"politics,food,movie",303,797
Shannon Kluge,"joke,adventure,pets,science",437,458
Daniel Wilson,"adventure,movie,food,science,fashion",122,105
Israel Huynh,"science,movie,sports,joke",153,495
Amy Wilson,"politics,science,culture,movie,adventure",96,575
Denise Cunningham,"adventure,pets,food,joke,fashion,sports",386,942
Dawn Ruffin,"sports,joke,fashion,culture,adventure,food,politics",390,445
Roberto Harper,"fashion,culture",30,42
Laverne Huddleston,"joke,politics,adventure,movie",535,580
Francisco Cummings,"joke,science,pets",192,61
Judith Newman,"culture,fashion",30,665
Lona Hare,"food,joke,pets,adventure,sports,politics,science",500,596
Gloria Myhre,"science,joke",90,545
Harold Bolinger,"fashion,food,joke",274,589
Scott Snyder,"politics,pets,joke,fashion,food,culture",442,889
Lawrence Monroe,"culture,adventure",133,28
Geraldine James,"sports,fashion,joke,culture,politics,adventure",485,365
Janet Gomez,"joke,movie,politics,food,fashion,adventure",278,205
Neil Clemmer,"movie,pets",61,531
Bette Dawson,culture,15,743
Tina Amos,"joke,fashion,science,adventure,sports",1,386
Penny Mcdonald,"science,sports,culture,fashion",418,927
Christine Owen,"food,fashion,politics,movie",501,710
Ollie Tollerud,"movie,politics,fashion,joke,culture,science,sports",439,743
Charles Johnson,"culture,joke,pets,science,movie",21,914
Jimmy West,"culture,politics",68,825
Randy Rivera,"joke,sports,food,movie",331,193
Melissa Likio,"science,movie,culture,food,fashion,adventure,politics",428,437
Vicki Dorfman,"science,pets,sports,movie,food,joke",348,655
Robert Inoue,"sports,adventure,culture,movie,food",25,733
Luz Ballard,"movie,adventure,food,fashion,joke,science",122,550
Frank Werner,"adventure,sports,food,movie,fashion,pets",175,412
Isabel Bourdier,"science,pets,food,culture,politics,joke,fashion",442,499
Gregory Fowler,"sports,food,pets,movie,science,politics,joke",135,464
William Paquet,"culture,politics",68,808
James Lee,"joke,food",99,496
Margaret Shaw,"politics,adventure,science",326,594
Tracy Forrester,"food,sports",57,491
Marian Gracia,"sports,pets,joke",267,481
Ann Pyle,"adventure,politics,science,pets",432,117
Donald Brown,"pets,adventure,movie,science,joke",542,586
Jewel Muller,"politics,science,movie,pets",332,540
Edward Tomsic,politics,20,858
Linda Robinson,"joke,culture",45,196
Scott Smith,sports,8,158
Linda Willson,"science,joke,adventure,fashion,culture,sports",485,639
Tommy Reese,pets,18,276
Jacquelyn Kann,"joke,adventure",58,771
James England,science,35,513
Richard Farnes,"culture,fashion,pets",207,383
Reba Merrell,"pets,sports,culture,science",202,840
Sally Hernandez,"adventure,joke,movie,food,pets,politics,culture",406,821
David Reynolds,"science,culture,food,sports,pets",265,507
Ursula Haifley,adventure,26,960
Janet Givens,fashion,9,482
Eva Compton,"sports,science",60,898
Harold Montgomery,"movie,science",109,408
Danita Wrape,"sports,pets",49,298
Roberta Kimbrell,"joke,adventure,pets",179,341
David Rodriguez,"politics,fashion,adventure,science",397,837
Roseann Petry,"culture,science,fashion,pets",137,281
Thelma Matias,"movie,politics,joke",100,406
Meg Moncivais,"movie,politics,science,fashion",72,702
Paul Burwell,"food,movie,sports,fashion,pets,science,politics",419,839
Seymour Dwight,"joke,science,pets",192,992
Sarah Hill,politics,20,263
Ruth Wright,"movie,science,culture,fashion",361,801
Wesley Garcia,science,35,695
Amanda Guarino,"movie,adventure",29,967
Justin Contreras,"politics,joke,pets,fashion,movie",37,533
Alice Knox,"sports,joke,politics,food,fashion",335,706
Harry Jones,"food,fashion,adventure,politics,sports",237,529
Grace Mason,"joke,food,science,adventure,fashion,sports",28,625
John Shields,"movie,joke,culture,politics,fashion,science",320,354
Janice Mathias,"fashion,adventure",119,147
Bonnie Williams,"joke,food,movie,fashion,pets",154,669
James Skelton,science,35,255
Billy Wooster,"fashion,joke",112,38
Timothy Parsons,"pets,movie,sports,food,politics,adventure,fashion",424,770
Margaret Shaw,"fashion,politics",127,782
David Uutela,"movie,fashion,joke",313,702
Kenneth Schwartz,"joke,sports,movie",280,211
